original,v2,v3,v4,v5,v6
1.677618106,2.111239899,-1.272762482,-0.216873836,0.791427811,1.250568283
1.133958099,1.677403835,2.111077825,-1.273602076,-0.221988775,0.791193486
1.330936362,1.133136773,1.677252145,2.109505499,-1.282909264,-0.22259917
1.118199838,1.330334984,1.132998109,1.675773759,2.113619764,-1.283913357
0.062396347,1.117360917,1.3301916,1.131637575,1.678167324,2.113876091
-1.584341934,0.060378507,1.11722263,1.328788367,1.131872446,1.678262059
1.504277234,-1.588198535,0.060265518,1.115865512,1.329805373,1.131764456
1.417606798,1.50386941,-1.588272068,0.059137272,1.116037812,1.329770834
1.512156364,1.417102197,1.503721873,-1.589043342,0.055117323,1.115923946
1.252145057,1.511757338,1.416956737,1.502281063,-1.599601948,0.054609759
-0.244889744,1.2514557,1.511609612,1.415534715,1.503986349,-1.600723562
-0.205494091,-0.247250702,1.251314204,1.510167094,1.416895861,1.504016447
-1.560704543,-0.20781106,-0.247356328,1.24992805,1.511903666,1.41689364
-0.268527135,-1.56453475,-0.20791763,-0.248417963,1.250632202,1.511936702
1.661859845,-0.270914487,-1.564608849,-0.208987804,-0.253658044,1.250568283
1.480639842,1.661627978,-0.271019547,-1.565385247,-0.214071458,-0.254280191
1.157595491,1.480205624,1.661476666,-0.272076057,-1.575849996,-0.214678915
1.126078968,1.156800559,1.480058654,1.660001696,-0.277409995,-1.576962796
-0.418230616,1.125248845,1.156661328,1.478622968,1.66233269,-0.278040956
-1.6788915,-0.420785128,1.12511037,1.15529567,1.480234397,1.662421549
1.488518973,-1.682853677,-0.4208866,1.123751544,1.155624397,1.480255681
1.386090276,1.488093553,-1.682924943,-0.421910659,1.123955129,1.155525221
1.110320707,1.385550483,1.487946393,-1.683675722,-0.427839019,1.123844201
1.362452884,1.109472988,1.385405778,1.486508999,-1.694609753,-0.428525803
1.386090276,1.361886698,1.10933489,1.383990588,1.488151714,-1.695766623
-0.268527135,1.385550483,1.361742559,1.10797948,1.385226592,1.488175936
-1.781320197,-0.270914487,1.385405778,1.360332493,1.108120494,1.38521262
0.732122442,-1.785396746,-0.271019547,1.383990588,1.361474641,1.10800369
0.653331137,0.730852423,-1.785465559,-0.272076057,1.385226592,1.361451854
0.818792878,0.651973139,0.730723388,-1.786194133,-0.277409995,1.38521262
0.787276356,0.817619636,0.651845991,0.729449961,-1.797534875,-0.278040956
0.70848505,0.786067922,0.817488524,0.650589645,0.728089275,-1.79872994
-0.268527135,0.707188638,0.785937565,0.81619631,0.648916104,0.727831445
-1.647374978,-0.270914487,0.707060169,0.784652183,0.815179762,0.648628893
0.582418962,-1.651301963,-0.271019547,0.705791867,0.783510494,0.814954251
0.724243311,0.580981783,-1.651373985,-0.272076057,0.704337323,0.78327323
0.669089398,0.722964495,0.580856334,-1.652131595,-0.277409995,0.704070679
0.653331137,0.667748996,0.722835648,0.57961536,-1.662940484,-0.278040956
0.606056353,0.651973139,0.66762147,0.72156393,0.57766025,-1.664085603
-0.229131483,0.604645569,0.651845991,0.666361708,0.720171957,0.577346597
-1.537067151,-0.231474845,0.604519553,0.650589645,0.664750738,0.719911189
1.583068539,-1.540870965,-0.231580849,0.603273455,0.648916104,0.664469404
0.763638964,1.582748694,-1.54094563,-0.232645899,0.601412201,0.648628893
0.787276356,0.762404137,1.582599269,-1.541727152,-0.237823409,0.601107363
0.503627657,0.786067922,0.762274346,1.581141379,-1.552098045,-0.23843968
0.204220696,0.502102499,0.785937565,0.760994088,1.583159519,-1.553202031
-1.032802797,0.202361218,0.501978938,0.784652183,0.759758543,1.583218998
-1.607979326,-1.036043545,0.202244831,0.500755044,0.783510494,0.759512465
-1.198264538,-1.611862321,-1.036130293,0.201085841,0.498487079,0.78327323
0.487869395,-1.201690042,-1.611935287,-1.037021127,0.19762903,0.498144046
0.038758955,0.486326642,-1.201772825,-1.612701437,-1.045389752,0.197174351
0.440594612,0.036714721,0.486203459,-1.202627792,-1.623353899,-1.046305703
0.306649393,0.438999071,0.036602299,0.48498298,-1.211653411,-1.624484327
-0.977648883,0.304904288,0.438877021,0.035479177,0.482652445,-1.212631061
-1.576462804,-0.980828046,0.304785447,0.437666791,0.031365371,0.482303536
0.25937461,-1.580310607,-0.980916115,0.303604253,0.435148543,0.030848994
0.117550261,0.257576718,-1.580384328,-0.981818906,0.300554152,0.434782005
0.125429391,0.115594006,0.257459009,-1.581157311,-0.989968532,0.300137668
0.038758955,0.123481934,0.115479695,0.256288063,-1.591684631,-0.990863917
0.10967113,0.036714721,0.123367435,0.114339493,0.25305025,-1.592803307
-0.993407144,0.107706077,0.036602299,0.122225525,0.110538542,0.252616137
-1.663133239,-0.996603903,0.107591956,0.035479177,0.118455859,0.110051545
0.030879825,-1.66707782,-0.996691594,0.106453462,0.031365371,0.1179718
-0.126702786,0.028826793,-1.667149464,-0.997590969,0.102621225,0.030848994
-0.008515828,-0.128931776,0.028714559,-1.667903659,-1.005803166,0.10213129
-0.063669742,-0.010612849,-0.129040234,0.027593145,-1.678775118,-1.006704427
-0.307922788,-0.065828348,-0.010724139,-0.130127488,0.023448054,-1.679926113
-1.143110624,-0.31035413,-0.065938316,-0.011837013,-0.134898287,0.022928739
-1.6788915,-1.146474543,-0.310458245,-0.067039235,-0.016138531,-0.135476364
-1.308572366,-1.682853677,-1.146558648,-0.311506216,-0.071559751,-0.016672537
-0.103065394,-1.31212104,-1.682924943,-1.14742557,-0.31699658,-0.072114323
-0.276406266,-0.10526799,-1.31220118,-1.683675722,-1.156232191,-0.317642232
0.030879825,-0.278802416,-0.105377015,-1.313032235,-1.694609753,-1.157189275
-0.158219308,0.028826793,-0.278907287,-0.106469393,-1.32249585,-1.695766623
-1.269176713,-0.160483489,0.028714559,-0.279962089,-0.111146336,-1.323514632
-1.82071585,-1.272681398,-0.160591192,0.027593145,-0.285327312,-0.111715599
-0.205494091,-1.824836388,-1.272762482,-0.161671614,0.023448054,-0.285961211
0.645452006,-0.20781106,-1.824904257,-1.273602076,-0.166567556,0.022928739
0.038758955,0.644085211,-0.20791763,-1.825624292,-1.282909264,-0.167157384
-0.378834963,0.036714721,0.643958251,-0.208987804,-1.83712146,-1.283913357
-0.268527135,-0.381345485,0.036602299,0.642703613,-0.214071458,-1.838331215
-1.182506277,-0.270914487,-0.381447902,0.035479177,0.640998787,-0.214678915
-1.828594981,-1.185914185,-0.271019547,-0.3824805,0.031365371,0.640708638
-0.134581916,-1.832724317,-1.185997346,-0.272076057,-0.388252434,0.030848994
-0.244889744,-0.136819704,-1.832791997,-1.186855728,-0.277409995,-0.388924528
0.078154608,-0.247250702,-0.136927973,-1.833510323,-1.195818776,-0.278040956
-0.095186264,0.076154364,-0.247356328,-0.138013519,-1.845038777,-1.19679055
-0.1818567,-0.097380062,0.076040997,-0.248417963,-0.142815604,-1.846251471
-0.733395837,-0.184147275,-0.097489275,0.074909335,-0.253658044,-0.143396619
-1.789199328,-0.736302265,-0.184254411,-0.098583361,0.070951957,-0.254280191
-0.095186264,-1.793284675,-0.736396186,-0.185329709,-0.103229019,0.070450269
0.141187652,-0.097380062,-1.793353298,-0.737351925,-0.190319507,-0.103795343
-0.355197571,0.139257791,-0.097489275,-1.794080165,-0.744531703,-0.19091815
0.015121564,-0.3576817,0.139142914,-0.098583361,-1.805452192,-0.745336008
-0.166098439,0.013050936,-0.357784683,0.137997588,-0.103229019,-1.806650195
-1.064319319,-0.168371418,0.01293908,-0.358822406,0.134290493,-0.103795343
-1.505550629,-1.067595259,-0.168478932,0.011821082,-0.364500483,0.13381231
0.227858088,-1.509319251,-1.067681251,-0.169557646,0.00761342,-0.365163762
0.385440699,0.226025004,-1.509394671,-1.068565254,-0.174484873,0.007088228
0.267253741,0.383783572,0.22590805,-1.510183026,-1.07705902,-0.17507764
0.093912869,0.265464646,0.383662843,0.224743936,-1.520428777,-1.077986724
0.007242433,0.09193022,0.265346749,0.382464569,0.221380981,-1.52152101
-0.961890622,0.005163008,0.091816476,0.264174094,0.379727323,0.220935117
-1.584341934,-0.965052189,0.00505134,0.090681398,0.260967567,0.379340219
0.582418962,-1.588198535,-0.965140636,0.00393505,0.086786591,0.260536392
-0.142461047,0.580981783,-1.588272068,-0.966046842,-0.000303897,0.08629078
-0.118823655,-0.144707632,0.580856334,-1.589043342,-0.974133898,-0.000832027
-0.024274089,-0.121043847,-0.144815713,0.57961536,-1.599601948,-0.975023407
0.117550261,-0.026388706,-0.121152494,-0.145899551,0.57766025,-1.600723562
-1.269176713,0.115594006,-0.026499618,-0.122241456,-0.150732922,0.577346597
-1.474034107,-1.272681398,0.115479695,-0.027609076,-0.12698097,-0.151316874
0.275132871,-1.477767537,-1.272762482,0.114339493,-0.031973165,-0.127556109
-0.607329748,0.273352574,-1.477843713,-1.273602076,0.110538542,-0.032513047
-0.173977569,-0.61009541,0.273234488,-1.478638899,-1.282909264,0.110051545
-0.110944525,-0.176259346,-0.610192352,0.272060126,-1.488759508,-1.283913357
-0.473384529,-0.113155919,-0.176366671,-0.611175418,0.268884884,-1.48983999
-1.166748016,-0.476000627,-0.113264754,-0.177443678,-0.617854629,0.268456647
-1.387363671,-1.170138329,-0.476100778,-0.114355425,-0.18240219,-0.618611926
0.424836351,-1.391000325,-1.170221867,-0.47711288,-0.119063653,-0.182997895
-0.000636697,0.423223215,-1.391078577,-1.171083665,-0.483260239,-0.119635854
-0.268527135,-0.002724921,0.423101541,-1.391892551,-1.179984142,-0.483967589
-0.095186264,-0.270914487,-0.002836399,0.421894727,-1.401669021,-1.18095004
-0.142461047,-0.097380062,-0.271019547,-0.003950982,0.419313908,-1.402717184
-1.143110624,-0.144707632,-0.097489275,-0.272076057,-0.008221214,0.418941495
-1.466154976,-1.146474543,-0.144815713,-0.098583361,-0.277409995,-0.008752282
0.645452006,-1.469879609,-1.146558648,-0.145899551,-0.103229019,-0.278040956
0.353924176,0.644085211,-1.469955973,-1.14742557,-0.150732922,-0.103795343
0.346045046,0.352231859,0.643958251,-1.470752868,-1.156232191,-0.151316874
0.511506787,0.34434393,0.352111885,0.642703613,-1.480842191,-1.157189275
0.125429391,0.509990427,0.344224145,0.350920443,0.640998787,-1.481919735
-1.387363671,0.123481934,0.509866678,0.343034411,0.348058055,0.640708638
-1.615858456,-1.391000325,0.123367435,0.508641075,0.340140738,0.347659199
-0.103065394,-1.619750249,-1.391078577,0.122225525,0.506404396,0.339738943
-0.300043658,-0.10526799,-1.619823026,-1.391892551,0.118455859,0.506064301
0.472111134,-0.302466201,-0.105377015,-1.620587469,-1.401669021,0.1179718
-0.292164527,0.470550785,-0.302570506,-0.106469393,-1.631271216,-1.402717184
-0.260648005,-0.294578273,0.470427979,-0.303620184,-0.111146336,-1.632404582
-1.245539321,-0.263026559,-0.294682766,0.469210917,-0.309079263,-0.111715599
-1.505550629,-1.249017613,-0.263131808,-0.295734152,0.466817811,-0.309721977
-0.142461047,-1.509319251,-1.249099263,-0.264190026,-0.301161946,0.466463025
0.086033738,-0.144707632,-1.509394671,-1.249943981,-0.269492678,-0.301801721
-0.268527135,0.084042292,-0.144815713,-1.510183026,-1.259157313,-0.270120701
-0.008515828,-0.270914487,0.083928737,-0.145899551,-1.520428777,-1.260152591
-0.591571487,-0.010612849,-0.271019547,0.082795367,-0.150732922,-1.52152101
-1.363726279,-0.594319553,-0.010724139,-0.272076057,0.078869274,-0.151316874
-1.607979326,-1.367336539,-0.594416873,-0.011837013,-0.277409995,0.078370524
-0.370955832,-1.611862321,-1.367415358,-0.595403355,-0.016138531,-0.278040956
-0.134581916,-0.373457557,-1.611935287,-1.368234456,-0.602019995,-0.016672537
-0.229131483,-0.136819704,-0.373560163,-1.612701437,-1.377917069,-0.602771416
0.078154608,-0.231474845,-0.136927973,-0.374594469,-1.623353899,-1.378956418
-0.237010613,0.076154364,-0.231580849,-0.138013519,-0.380335117,-1.624484327
-1.284934974,-0.239362774,0.076040997,-0.232645899,-0.142815604,-0.381004273
-1.781320197,-1.288457255,-0.239468589,0.074909335,-0.237823409,-0.143396619
-0.323681049,-1.785396746,-1.288537961,-0.240531931,0.070951957,-0.23843968
-0.173977569,-0.326129986,-1.785465559,-1.28937414,-0.245740727,0.070450269
-0.426109746,-0.176259346,-0.326233725,-1.786194133,-1.298743898,-0.246359936
-0.457626268,-0.428673056,-0.176366671,-0.327278279,-1.797534875,-1.299753867
-0.654604531,-0.46022477,-0.42877434,-0.177443678,-0.332831214,-1.79872994
-1.584341934,-0.657422981,-0.460325299,-0.42979669,-0.18240219,-0.333482742
-1.931023677,-1.588198535,-0.65751879,-0.461340817,-0.435756337,-0.182997895
-1.607979326,-1.935267386,-1.588272068,-0.658491608,-0.467425605,-0.436446059
-0.898857578,-1.611862321,-1.935332612,-1.589043342,-0.665358532,-0.468127079
-0.796428881,-0.901948762,-1.611935287,-1.936028735,-1.599601948,-0.666133457
-1.001286275,-0.799405692,-0.902038719,-1.612701437,-1.947963899,-1.600723562
-1.001286275,-1.004491832,-0.799498103,-0.902958589,-1.623353899,-1.949214787
-1.481913237,-1.004491832,-1.004579334,-0.800440178,-0.910795361,-1.624484327
-1.907386286,-1.485655466,-1.004579334,-1.005477,-0.807870239,-0.911661366
-0.441868007,-1.911603601,-1.485731452,-1.005477,-1.013720484,-0.808698049
-0.63096714,-0.444448913,-1.911669393,-1.486524931,-1.013720484,-1.014624683
-0.520659312,-0.633759195,-0.444549819,-1.91237064,-1.496676826,-1.014624683
-0.33943931,-0.523328197,-0.633855571,-0.445568754,-1.924211948,-1.497760245
-0.300043658,-0.341905843,-0.523427216,-0.634833513,-0.451590971,-1.925454022
-1.048561058,-0.302466201,-0.342009204,-0.52442907,-0.641606581,-0.452286569
-1.883748894,-1.051819402,-0.302570506,-0.343050342,-0.530764142,-0.642372692
-0.386714093,-1.887939816,-1.051905772,-0.303620184,-0.348665849,-0.53148912
-0.402472354,-0.389233414,-1.888006174,-1.05279319,-0.309079263,-0.349323252
-0.394593224,-0.405009271,-0.389335642,-1.888712545,-1.061224386,-0.309721977
-0.103065394,-0.397121342,-0.405111121,-0.390366532,-1.900459997,-1.062146213
-0.394593224,-0.10526799,-0.397223381,-0.406138595,-0.396169751,-1.901693256
-1.048561058,-0.397121342,-0.105377015,-0.398252564,-0.412004385,-0.396844783
-1.734045414,-1.051819402,-0.397223381,-0.106469393,-0.404087068,-0.412685293
0.046638086,-1.738069176,-1.051905772,-0.398252564,-0.111146336,-0.404765038
0.172704174,0.04460265,-1.738139121,-1.05279319,-0.404087068,-0.111715599
0.432715482,0.170809505,0.044490039,-1.738877943,-1.061224386,-0.404765038
0.283012002,0.431111143,0.170693873,0.043365208,-1.750030972,-1.062146213
0.416957221,0.281240503,0.430989281,0.169541715,0.039282688,-1.751208409
-1.009165405,0.415335286,0.281122228,0.429780759,0.165959762,0.038769249
-1.836474111,-1.01237976,0.415213802,0.279946158,0.427231225,0.165493331
0.684847659,-1.840612245,-1.012467074,0.414008696,0.276802201,0.42686175
0.637572876,0.683524853,-1.840679736,-1.013363032,0.411396591,0.276376903
0.306649393,0.636197282,0.68339695,-1.841396355,-1.021637801,0.41102124
0.448473743,0.304904288,0.636070512,0.682133772,-1.852956094,-1.022544938
0.117550261,0.446887,0.304785447,0.634817582,0.680585372,-1.854171726
-1.095835841,0.115594006,0.44676476,0.303604253,0.63308147,0.680309914
-1.797078458,-1.099146973,0.115479695,0.445552822,0.300554152,0.632788383
0.692726789,-1.801172603,-1.09923221,0.114339493,0.44306586,0.300137668
0.290891132,0.691412781,-1.801241038,-1.10010938,0.110538542,0.44270226
0.913342444,0.289128431,0.691284689,-1.801966197,-1.108728289,0.110051545
0.598177223,0.912274777,0.289009968,0.690019803,-1.813369509,-1.109667744
0.235737219,0.59675764,0.912141399,0.287832189,0.688502689,-1.81457045
-1.048561058,0.233912932,0.596631814,0.910828689,0.284719518,0.688230169
-2.009814983,-1.051819402,0.23379579,0.595387424,0.910187567,0.284297158
1.007892011,-2.014146671,-1.051905772,0.232629968,0.593494884,0.909997312
0.574539831,1.006929919,-2.014210008,-1.05279319,0.229298298,0.593187107
1.338815493,0.573093855,1.006794275,-2.014889051,-1.061224386,0.228855372
1.29154071,1.338222913,0.572968595,1.005461069,-2.02713707,-1.062146213
0.771518095,1.290895342,1.33807934,0.571729329,1.005195372,-2.028417338
0.117550261,0.770292066,1.290752902,1.336674398,0.569742933,1.005040374
-1.852232372,0.115594006,0.770162086,1.289358208,1.33772269,0.569426342
0.787276356,-1.856388102,0.115479695,0.76888012,1.290218787,1.337691089
1.228507665,0.786067922,-1.856455216,0.114339493,0.76767586,1.290169558
0.952738097,1.227791915,0.785937565,-1.857168418,0.110538542,0.76743272
0.826672008,0.951714419,1.227650985,0.784652183,-1.868790728,0.110051545
0.960617227,0.825507565,0.951580098,1.226269955,0.783510494,-1.870012236
-0.694000184,0.959602348,0.825376263,0.950258848,1.226880251,0.78327323
-1.623737587,-0.696862623,0.959467837,0.824082341,0.949774153,1.226807517
0.629693745,-1.627638178,-0.696957488,0.958144879,0.82309708,0.949598588
0.818792878,0.628309354,-1.627710766,-0.697921766,0.95769147,0.822874506
0.377561568,0.817619636,0.628182772,-1.6284735,-0.704945117,0.957518843
0.511506787,0.375895644,0.817488524,0.62693155,-1.639188533,-0.705734733
0.472111134,0.509990427,0.375775104,0.81619631,0.625164152,-1.640324837
-0.835824534,0.470550785,0.509866678,0.374578537,0.815179762,0.624868128
-1.537067151,-0.838845334,0.470427979,0.508641075,0.371810006,0.814954251
0.25149548,-1.540870965,-0.838936802,0.469210917,0.506404396,0.371419964
0.818792878,0.249688789,-1.54094563,-0.839870336,0.466817811,0.506064301
0.590298092,0.817619636,0.249571269,-1.541727152,-0.847456825,0.466463025
0.487869395,0.588869712,0.817488524,0.248402031,-1.552098045,-0.848299325
0.117550261,0.486326642,0.588744074,0.81619631,0.245132933,-1.553202031
-0.717637576,0.115594006,0.486203459,0.587501392,0.815179762,0.244695882
-1.182506277,-0.720526408,0.115479695,0.48498298,0.585577567,0.814954251
0.55090244,-1.185914185,-0.720620707,0.114339493,0.482652445,0.585266852
0.598177223,0.549430069,-1.185997346,-0.721579861,0.110538542,0.482303536
0.393319829,0.59675764,0.549305376,-1.186855728,-0.728697069,0.110051545
0.204220696,0.391671501,0.596631814,0.548071234,-1.195818776,-0.729495498
0.361803307,0.202361218,0.391550583,0.595387424,0.545990982,-1.19679055
-0.591571487,0.360119787,0.202244831,0.390350601,0.593494884,0.545665577
-1.797078458,-0.594319553,0.359999624,0.201085841,0.38764464,0.593187107
0.535144179,-1.801172603,-0.594416873,0.358806474,0.19762903,0.387260474
0.535144179,0.533654213,-1.801241038,-0.595403355,0.355975372,0.197174351
0.338165915,0.533654213,0.533529896,-1.801966197,-0.602019995,0.355579454
0.448473743,0.336456002,0.533529896,0.53229917,-1.813369509,-0.602771416
0.472111134,0.446887,0.336336405,0.53229917,0.530156347,-1.81457045
-1.087956711,0.470550785,0.44676476,0.335148379,0.530156347,0.529825066
-1.67101237,-1.091259044,0.470427979,0.445552822,0.33222342,0.529825066
0.8503094,-1.674965748,-1.09134447,0.469210917,0.44306586,0.331818688
1.015771141,0.84917135,-1.675037204,-1.092223349,0.466817811,0.44270226
1.133958099,1.014817847,0.849039482,-1.67578969,-1.100810971,0.466463025
1.14971636,1.133136773,1.014682015,0.847740436,-1.686692436,-1.101747489
0.661210267,1.14891263,1.132998109,1.013347101,0.846849031,-1.687846368
-0.812187142,0.659861068,1.148773589,1.131637575,1.013112689,0.846635271
-1.647374978,-0.815181549,0.659733731,1.147409639,1.131872446,1.012960629
1.063045924,-1.651301963,-0.815273583,0.658475677,1.14770708,1.131764456
1.260024188,1.062145418,-1.651373985,-0.816212241,0.656833421,1.147604966
0.85818853,1.259343628,1.062008453,-1.652131595,-0.823704874,0.656549148
0.188462435,0.857059278,1.259201944,1.060663291,-1.662940484,-0.82453856
0.377561568,0.186585362,0.856927222,1.257814082,1.060616592,-1.664085603
-0.670362793,0.375895644,0.186469352,0.855626468,1.258549519,1.06048216
-1.639495848,-0.673198837,0.375775104,0.185313778,0.854766348,1.258488538
0.55878157,-1.643414034,-0.673294269,0.374578537,0.181794396,0.854555527
0.818792878,0.557317998,-1.643486245,-0.674263671,0.371810006,0.181333841
0.574539831,0.817619636,0.557193115,-1.644245564,-0.681193166,0.371419964
0.511506787,0.573093855,0.817488524,0.555957265,-1.655023167,-0.681973967
0.535144179,0.509990427,0.572968595,0.81619631,0.553908299,-1.656165348
-0.827945403,0.533654213,0.509866678,0.571729329,0.815179762,0.553585832
-1.568583673,-0.830957406,0.533529896,0.508641075,0.569742933,0.814954251
1.094562446,-1.572422679,-0.831049062,0.53229917,0.506404396,0.569426342
0.613935484,1.093697131,-1.572496588,-0.831984304,0.530156347,0.506064301
0.771518095,0.612533497,1.093559411,-1.573271279,-0.839539508,0.529825066
0.873946791,0.770292066,0.612407293,1.092207417,-1.583767313,-0.84037907
1.047287663,0.872835135,0.770162086,0.611159487,1.09228586,-1.584883051
-0.465505399,1.046369561,0.872702701,0.76888012,0.609329518,1.09216318
-1.505550629,-0.468112698,1.046232973,0.871398531,0.76767586,0.609027618
-0.000636697,-1.509319251,-0.468213038,1.044891227,0.870600982,0.76743272
0.062396347,-0.002724921,-1.509394671,-0.469226849,1.044781958,0.870396037
0.023000694,0.060378507,-0.002836399,-1.510183026,-0.475342922,1.044641649
-0.158219308,0.020938865,0.060265518,-0.003950982,-1.520428777,-0.476047334
-0.244889744,-0.160483489,0.02082682,0.059137272,-0.008221214,-1.52152101
-1.355847149,-0.247250702,-0.160591192,0.019707113,0.055117323,-0.008752282
-1.915265416,-1.359448611,-0.247356328,-0.161671614,0.015530737,0.054609759
-0.954011492,-1.91949153,-1.359527618,-0.248417963,-0.166567556,0.015008483
-1.009165405,-0.957164261,-1.919557133,-1.360348424,-0.253658044,-0.167157384
-1.174627146,-1.01237976,-0.957252896,-1.920256671,-1.369999752,-0.254280191
-0.961890622,-1.178026257,-1.012467074,-0.958160811,-1.932129265,-1.371036163
-0.92249497,-0.965052189,-1.178109606,-1.013363032,-0.966216581,-1.933374277
-1.277055843,-0.925612547,-0.965140636,-1.178969697,-1.021637801,-0.967103152
-1.702528892,-1.280569327,-0.925701938,-0.966046842,-1.187901459,-1.022544938
